Hechos del mes,Dialogo,Actualización,Estado,Motivo de fusión,Motivo de pase a latente,Motivo de pase a inactivo,Forma de resolución,NombreReportePDFModificado,FechaReporte,NumeroEdicion,GrupoID
No se registraron nuevos hechos durante el mes.,NO HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-227-Enero-2023.pdf,31/01/2023,227,Grupo_2237
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-227-Enero-2023.pdf,31/01/2023,227,Grupo_1924
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-227-Enero-2023.pdf,31/01/2023,227,Grupo_2238
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-227-Enero-2023.pdf,31/01/2023,227,Grupo_1927
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-227-Enero-2023.pdf,31/01/2023,227,Grupo_1852
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-227-Enero-2023.pdf,31/01/2023,227,Grupo_1853
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-228-Febrero-2023.pdf,28/02/2023,228,Grupo_1901
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-228-Febrero-2023.pdf,28/02/2023,228,Grupo_1902
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-228-Febrero-2023.pdf,28/02/2023,228,Grupo_1903
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-228-Febrero-2023.pdf,28/02/2023,228,Grupo_2228
"El 15 de febrero, la comunidad campesina de Huancuire presentó una queja en contra de la Oficina General de Gestión Social, la Dirección General de Minería y el Consejo de Minería del Ministerio de Energía y Minas. Cuestionan la tramitación del Exp. 2904237-2019, rechazan la ratificación de la Resolución Directoral 182-2022-MINEM/DGM, y solicitan al MINEM que se abstenga de brindar autorizaciones complementarias para el tajo Chalcobamba. La comunidad solicitó la intervención de la Defensoría del Pueblo.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-228-Febrero-2023.pdf,28/02/2023,228,Grupo_1904
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-228-Febrero-2023.pdf,28/02/2023,228,Grupo_2229
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-228-Febrero-2023.pdf,28/02/2023,228,Grupo_1854
"A través del Oficio N° 004-2023-DP/APCSG, la Defensoría del Pueblo acreditó a un representante en la el Grupo de Trabajo denominado “Espacio de Diálogo para el Desarrollo de la provincia de Cotabambas y distrito de Progreso de la provincia de Grau del departamento de Apurímac”, formalizada mediante Resolución Ministerial N°264-2021-PCM y su modificatoria N°371-2022-PCM, que amplía la vigencia del espacio de diálogo hasta el 30 de abril de 2023.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-228-Febrero-2023.pdf,28/02/2023,228,Grupo_1237
"El 03 de febrero, la empresa minera Las Bambas comunicó a la comunidad campesina de Tuntuma la disposición al diálogo y señaló que la propuesta máxima aprobada es de S/ 4 millones por los años 2022, 2023 y 2024. El 24 de febrero, la comunidad campesina cursó un oficio a la empresa para comunicar que, en asamblea con fecha del 19 de febrero, se decidió, por unanimidad, la predisposición al diálogo para la renovación del acuerdo social con la empresa minera Las Bambas. Además, propuso que la reunión sea convocada por el Ministerio de Energía y Minas y la Presidencia del Consejo de Ministros el 04 de marzo en el centro poblado de Tacllapampa, El 24 de febrero, la empresa minera Las Bambas emitió una carta indicando que espera la conformidad de la comunidad al monto propuesto antes de establecer una fecha de reunión entre las partes.",NO HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-228-Febrero-2023.pdf,28/02/2023,228,Grupo_2237
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-228-Febrero-2023.pdf,28/02/2023,228,Grupo_1924
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-228-Febrero-2023.pdf,28/02/2023,228,Grupo_2238
"El 08 de marzo, la comunidad campesina de Sayhua bloqueó el Corredor Vial Sur para exigir el regado de vías por parte de la empresa minera Las Bambas. Se entabló diálogo con la empresa para desbloquear la vía.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-228-Febrero-2023.pdf,28/02/2023,228,Grupo_1927
"El 27 de febrero, el Frente Único de Defensa de los Intereses del distrito de Santo Tomás acordó llevar a cabo una reunión multisectorial el 03 de marzo en la Municipalidad Provincial de Chumbivilcas para abordar temas de interés de la provincia de Chumbivilcas. La agenda propuesta es: 1. Análisis y evaluación de Liderazgo y Dirigencia de las comunidades, asociaciones, organizaciones y sindicatos de Santo Tomás 2. Análisis y evaluación del inicio de la gestión Municipal de la provincia de Chumbivilcas 2023-2026 3. Análisis y Evaluación del contexto y la realidad social El Ministerio de Energía y Minas convocó a una reunión de equipos técnicos en el marco de la ‘Mesa Técnica para el Desarrollo de la Provincia de Chumbivilcas, del departamento de Cusco’, para los días 06 y 07 de marzo 2023 de manera presencial en el auditorio del Ministerio de Energía y Minas. El 07 de marzo, el primer ministro anunció el inicio de un operativo en conjunto de las Fuerzas Armadas y la Policía Nacional para desbloquear los corredores mineros en el sur del país.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-228-Febrero-2023.pdf,28/02/2023,228,Grupo_1852
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-228-Febrero-2023.pdf,28/02/2023,228,Grupo_1853
"El 16 de mayo se reprogramó la reunión hasta una próxima fecha entre la empresa Minera Las Bambas y la comunidad de Carmen Alto, toda vez que el presidente de la comunidad no formalizó la convocatoria a la empresa, al Poder Ejecutivo y la Defensoría del Pueblo.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-231-mayo-2023.pdf,31/05/2023,231,Grupo_1901
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-231-mayo-2023.pdf,31/05/2023,231,Grupo_1902
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-231-mayo-2023.pdf,31/05/2023,231,Grupo_1903
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-231-mayo-2023.pdf,31/05/2023,231,Grupo_2228
"La comunidad campesina de Huancuire y la empresa Las Bambas acordaron tener una reunión bilateral el 5 de junio en la comunidad. Invitaron a participar en ella a la PCM, MINEM y Defensoría del Pueblo.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-231-mayo-2023.pdf,31/05/2023,231,Grupo_1904
"El 17 de mayo se realizó la reunión de la comunidad campesina de Pumamarca y la DIRESA Apurímac en el marco del Comité de seguimiento de cumplimiento de compromisos con participación de la PCM. La DIRESA Apurímac manifestó que en el mes de octubre del 2023 se incorporará un profesional de psicología y un profesional nutricionista. Asimismo, frente al pedido de la comunidad de contar con un profesional Biólogo, la DIRESA manifestó que se necesita la recategorización del Puesto de Salud a Nivel I-3 y recomienda que se siga con las gestiones para su implementación. Por su parte, la comunidad se comprometió a terminar el cerco perimétrico y los ambientes de laboratorio del Puesto de salud de Pumamarca.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-231-mayo-2023.pdf,31/05/2023,231,Grupo_2229
"El 29 de mayo se realizó en Lima la reunión de diálogo entre la comunidad campesina de Fuerabamba y la minera Las Bambas, con participación del MINEM y la PCM.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-231-mayo-2023.pdf,31/05/2023,231,Grupo_1854
"Por oficio la PCM remitió la convocatoria de reinstalación del Grupo de Trabajo de la Provincia de Cotabambas y el distrito de Progreso, programado para el 14 de junio en la ciudad de Lima, sobre la agenda de los 09 subgrupos de trabajo. El 23 de mayo, se realizó la reunión de reinstalación de la Mesa Técnica del distrito de Chalhuahuacho, llevada a cabo en el auditorio del MINEM en Lima, con la participación de representantes de los sectores del ejecutivo y delegados del distrito de Chalhuahuacho.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-231-mayo-2023.pdf,31/05/2023,231,Grupo_1237
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-231-mayo-2023.pdf,31/05/2023,231,Grupo_1924
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-231-mayo-2023.pdf,31/05/2023,231,Grupo_2238
"El 25 de mayo se realizó la reunión en la comunidad de Ccapacmarca entre autoridades y dirigentes de la comunidad de Ccapacmarca con la empresa Minera Las Bambas, con participación de la SGSD-PCM y la OGGS-MINEM, siendo la agenda la suscripción de un convenio de cooperación. La comunidad señala propuestas de proyectos a favor del desarrollo sostenible de la comunidad. Lo propio hizo la empresa. La próxima reunión será el 10 de junio.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-231-mayo-2023.pdf,31/05/2023,231,Grupo_1927
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-231-mayo-2023.pdf,31/05/2023,231,Grupo_1852
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-231-mayo-2023.pdf,31/05/2023,231,Grupo_1853
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-232-Junio-2023.pdf,30/06/2023,232,Grupo_1901
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-232-Junio-2023.pdf,30/06/2023,232,Grupo_1902
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-232-Junio-2023.pdf,30/06/2023,232,Grupo_1903
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-232-Junio-2023.pdf,30/06/2023,232,Grupo_2228
"El 5 de junio se realizó en la comunidad de Huancuire la reunión entre los representantes de la empresa Las Bambas y la comunidad de Huancuire, con participación de PCM, MINEM y Defensoría del Pueblo, en el marco de la asamblea general de la comunidad. La agenda fue la aprobación del reglamento del proceso de diálogo, acreditación de representantes y cronograma de proceso.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-232-Junio-2023.pdf,30/06/2023,232,Grupo_1904
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-232-Junio-2023.pdf,30/06/2023,232,Grupo_2229
"El 9 de junio se realizó la reunión del Grupo de Trabajo “Comité para el acompañamiento del cumplimiento de los compromisos arribados entre el Poder Ejecutivo, representantes de la empresa Minera Las Bambas y representantes de la comunidad de Fuerabamba, de la provincia de Cotabambas, departamento de Apurímac”. La agenda de esta y las siguientes reuniones son las 180 hectáreas, solicitudes de incremento de subvención económica, desembolso mensual y ampliación de límite de edad para becas y cronograma de ejecución de compromisos bilaterales. El 20 de junio se realizó una reunión entre el MTC y la comunidad de Fuerabamba, con participación de PCM y Defensoría del Pueblo. Se acordó que se dará autorización para los trabajos preliminares del equipo técnico de la Dirección de Derecho de Vías de PROVÍAS, para la demolición de edificaciones existentes dentro de los predios adquiridos.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-232-Junio-2023.pdf,30/06/2023,232,Grupo_1854
"La SGSD-PCM convocó a reunión del Grupo de Trabajo “Espacio de Diálogo para el Desarrollo de la provincia de Cotabambas y distrito de Progreso de la provincia de Grau del departamento de Apurímac” para los días 10 y 11 de julio en Lima, con la agenda de informes técnicos de los nueve subgrupos de trabajo. El 16 de junio se publicó el Decreto Supremo 128-2023-EF que autorizó transferencias de recursos de municipalidades, entre ellas, a favor del distrito de Challhuahuacho para la ejecución del proyecto de “Creación del servicio de agua para riego a través de la construcción de la represa Anccasccocha”, en el marco de la mesa distrital de Challhuahuacho.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-232-Junio-2023.pdf,30/06/2023,232,Grupo_1237
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-232-Junio-2023.pdf,30/06/2023,232,Grupo_1924
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-232-Junio-2023.pdf,30/06/2023,232,Grupo_2238
"El 22 de junio se realizó la reunión en la comunidad de Ccapacmarca entre autoridades y dirigentes de la comunidad de Ccapacmarca con la empresa Minera Las Bambas, con participación de la SGSD-PCM y la OGGS-MINEM. Se acordó dar por instalado el comité de gestión de desarrollo de la comunidad de Ccapacmarca, y las partes acreditaron a sus representantes.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-232-Junio-2023.pdf,30/06/2023,232,Grupo_1927
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-232-Junio-2023.pdf,30/06/2023,232,Grupo_1852
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-232-Junio-2023.pdf,30/06/2023,232,Grupo_1853
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-233-Julio-2023.pdf,31/07/2023,233,Grupo_1901
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-233-Julio-2023.pdf,31/07/2023,233,Grupo_1902
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-233-Julio-2023.pdf,31/07/2023,233,Grupo_1903
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-233-Julio-2023.pdf,31/07/2023,233,Grupo_2228
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-233-Julio-2023.pdf,31/07/2023,233,Grupo_1904
"El 8 de agosto se realizó la reunión en la comunidad de Purmamarca, entre la comunidad y la empresa Minera Las Bambas, con participación de la Defensoría del Pueblo, con la finalidad de revisar el cumplimiento de compromisos.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-233-Julio-2023.pdf,31/07/2023,233,Grupo_2229
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-233-Julio-2023.pdf,31/07/2023,233,Grupo_1854
"Entre el 10 y 11 de julio se realizaron en Lima reuniones de los 9 subgrupos de trabajo del Grupo de Trabajo de naturaleza temporal denominado “Espacio de diálogo para el desarrollo de la provincia de Cotabambas y distrito de Progreso de la provincia de Grau del Departamento de Apurímac”, aprobado por R.M. 264-2021-PCM y modificatorias, con participación de la Defensoría del Pueblo en el subgrupo1 “Justicia y Derechos Humanos”.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-233-Julio-2023.pdf,31/07/2023,233,Grupo_1237
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-233-Julio-2023.pdf,31/07/2023,233,Grupo_1924
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-233-Julio-2023.pdf,31/07/2023,233,Grupo_2238
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-233-Julio-2023.pdf,31/07/2023,233,Grupo_1927
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-233-Julio-2023.pdf,31/07/2023,233,Grupo_1852
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-233-Julio-2023.pdf,31/07/2023,233,Grupo_1853
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-234-Agosto-2023.pdf,31/08/2023,234,Grupo_1901
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-234-Agosto-2023.pdf,31/08/2023,234,Grupo_1902
"El Ministerio de Energía y Minas ha programado una reunión del Sub Grupo 5 para el 7 y 8, con el fin de realizar el seguimiento al cumplimiento de compromisos.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-234-Agosto-2023.pdf,31/08/2023,234,Grupo_1903
"El 9 de agosto se realizó la primera reunión de seguimiento de cumplimiento de compromisos entre representantes de la comunidad, la empresa minera Las Bambas, representantes de la PCM, MINEM y Defensoría del Pueblo. El día 14 de agosto se cumplió con la revisión de los 24 acuerdos suscritos. La próxima reunión se programó para el 30 de octubre de 2023.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-234-Agosto-2023.pdf,31/08/2023,234,Grupo_2228
"El 09 de agosto se realizó una reunión semipresencial entre MINEM, PCM, Defensoría del Pueblo y la comunidad campesina de Huancuire. En dicha reunión, el presidente de la comunidad informó que sostienen reuniones bilaterales con la empresa minera, para lo cual están desarrollando un reglamento. La última reunión entre las partes se desarrolló el 10 de agosto. Cabe indicar que el presidente comunal solicitó la atención del Estado en proyectos de inversión para la comunidad, sobre lo cual la SGSD-PCM mencionó que se puede canalizar a través del espacio de diálogo provincial Sub Grupo de Trabajo 5 - Plan de Inversiones.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-234-Agosto-2023.pdf,31/08/2023,234,Grupo_1904
"Los días 09 y 15 de agosto se llevó a cabo la tercera reunión del Subgrupo de Trabajo del Comité para el Acompañamiento y Evaluación de los Compromisos arribados entre la comunidad campesina de Pumamarca y la empresa minera Las Bambas, con participación de representantes del MINEM, PCM y la Defensoría del Pueblo. El 09 de agosto los integrantes del Comité concluyeron con la revisión de 17 compromisos que conforman el bloque I. El 15 de agosto se cumplió con la revisión del avance y cumplimiento de 31 compromisos del bloque II, suscritos entre la empresa Minera Las Bambas y la comunidad. La cuarta reunión de seguimiento de los compromisos se realizará los días 05 y 06 de diciembre de 2023, con participación de los representantes acreditados. La convocatoria de la reunión la realizará el MINEM.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-234-Agosto-2023.pdf,31/08/2023,234,Grupo_2229
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-234-Agosto-2023.pdf,31/08/2023,234,Grupo_1854
"El 03 de agosto se realizaron sesiones de trabajo de los subgrupos 3 y 7 en el marco del Espacio de diálogo para el desarrollo de la provincia de Cotabambas y distrito de Progreso de la provincia de Grau del departamento de Apurímac, en las que se abordaron los siguientes temas: Subgrupo 3. Convenio marco, se realizó la revisión de las 3 propuestas presentadas por la empresa minera Las Bambas sobre su aporte social a la provincia de Cotabambas. Subgrupo 7. Temas Ambientales, en el que llegaron a los siguientes acuerdos: a) El MINAM se compromete a entregar la información recabada de la supervisión a la empresa minera Las Bambas. b) El OEFA implementará el monitoreo participativo bimensualmente, donde los participantes serán capacitados y acreditados. c) El OEFA se compromete a seguir socializando el “proyecto de inversión que implementará estaciones de monitoreo de calidad de aire y agua en tiempo real en Cotabambas”. d) El OEFA realizará talleres de capacitación sobre funciones y competencias de la OEFA y denuncias ambientales, dirigido a comunidades campesinas de la provincia. e) La empresa minera Las Bambas organizará una visita guiada con los dirigentes de los frentes de defensa. f) El MINAM hará el seguimiento de los compromisos asumidos.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-234-Agosto-2023.pdf,31/08/2023,234,Grupo_1237
"El 23 de agosto se reunieron en la Municipalidad Distrital de Coporaque autoridades y dirigentes del distrito con la empresa Las Bambas, con participación de la OGGS-MINEM y la SGSD- PCM. Se concluyó que las partes se mantienen en sus propuestas, por un lado Coporaque con su propuesta económica y la empresa con su propuesta de desarrollo territorial multiactor y asistencia técnica. Esta última solicitó a la representación de Coporaque un informe sustentando su propuesta económica, para su evaluación.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-234-Agosto-2023.pdf,31/08/2023,234,Grupo_1924
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-234-Agosto-2023.pdf,31/08/2023,234,Grupo_2238
"El 28 de agosto se reunió la comunidad de Ccapacmarca con la empresa Las Bambas, con participación de la OGGS-MINEM y la SGSD-PCM. Se aprobó el reglamento del espacio de diálogo y la siguiente reunión será el 21 de setiembre.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-234-Agosto-2023.pdf,31/08/2023,234,Grupo_1927
"Los días 24 y 25 de agosto se realizó en la ciudad de Lima la reunión plenaria de la Mesa Técnica de la provincia de Chumbivilcas, desarrollando la siguiente agenda: a) Ampliación de la R.M. N° 208-2021-PCM. b) Financiamiento y evaluación de proyecto en la modalidad de obras por impuestos. c) Financiamiento de proyectos aptos.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-234-Agosto-2023.pdf,31/08/2023,234,Grupo_1852
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-234-Agosto-2023.pdf,31/08/2023,234,Grupo_1853
"La comunidad campesina Carmen Alto convocó a las entidades del Ejecutivo y a la Defensoría del Pueblo a una reunión para el 27 de setiembre, con el fin de abordar los temas de transporte, entrenamiento, empleo y prácticas profesionales. La reunión fue postergada para el 04 de octubre a solicitud de la empresa Minera Las Bambas.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-235-Setiembre-2023.pdf,30/09/2023,235,Grupo_1901
"La empresa Minera Las Bambas y la comunidad campesina Chuicuni han programado una reunión para el 18 de octubre, con el fin de hacer seguimiento a los acuerdos.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-235-Setiembre-2023.pdf,30/09/2023,235,Grupo_1902
"El 7 y 8 de setiembre se llevó a cabo la primera reunión de seguimiento al cumplimiento de compromisos entre la comunidad campesina de Chila, la empresa Minera Las Bambas, representantes del MINEM, PCM, MINEDU y la Defensoría del Pueblo. El día 07 de setiembre se revisaron siete de los 36 compromisos, quedando todas las partes de acuerdo con los avances. El 08 de setiembre, la comunidad campesina de Chila solicitó revisar cuatro puntos de controversia en una reunión bilateral con la empresa Minera Las Bambas. La empresa no accedió a sostener esta reunión y precisó que esos temas se habían revisado en la mesa de diálogo del año 2022, no habiendo puntos pendientes. Las partes no llegaron a ningún acuerdo.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-235-Setiembre-2023.pdf,30/09/2023,235,Grupo_1903
La comunidad campesina de Choaquere y la empresa Minera Las Bambas tienen una reunión programada para el 30 de octubre.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-235-Setiembre-2023.pdf,30/09/2023,235,Grupo_2228
"Los días 11, 12 y 13 de setiembre, representantes de la comunidad campesina de Huancuire sostuvieron una reunión con el viceministro de Minas del MINEM y la PCM en la ciudad de Lima. A su vez, el 13 de setiembre se llevó a cabo una reunión bilateral entre la comunidad campesina de Huancuire y la empresa Minera Las Bambas, que concluyó con la aprobación del reglamento de la mesa de diálogo. El 02 de octubre se reunieron, en territorio de la comunidad campesina de Huancuire, representantes de la comunidad campesina, empresa Minera Las Bambas y MINEM, en el marco de la Primera Mesa Técnica para darle solución a los 14 puntos de la agenda de negociación, los mismos que están contenidos en el acta del 06 de diciembre del 2022 entre la empresa y la comunidad.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-235-Setiembre-2023.pdf,30/09/2023,235,Grupo_1904
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-235-Setiembre-2023.pdf,30/09/2023,235,Grupo_2229
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-235-Setiembre-2023.pdf,30/09/2023,235,Grupo_1854
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-235-Setiembre-2023.pdf,30/09/2023,235,Grupo_1237
"El 13 de setiembre en Coporaque se reunieron representantes de la SGSD-PCM, OGGS-MINEM, Municipalidad distrital de Coporaque, alcaldes de cuatro centros poblados y presidentes de las 27 comunidades campesinas, Frente único de Defensa de los Intereses de Coporaque y representantes de la empresa Minera Las Bambas. La reunión se suspendió porque las partes no llegaron a acuerdos respecto al aporte económico para la renovación del convenio de cooperación. La empresa presentó su propuesta de desarrollo territorial. Los representantes del Ejecutivo exhortaron a las partes a continuar con el proceso de diálogo.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-235-Setiembre-2023.pdf,30/09/2023,235,Grupo_1924
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-235-Setiembre-2023.pdf,30/09/2023,235,Grupo_2238
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-235-Setiembre-2023.pdf,30/09/2023,235,Grupo_1927
